"T","Points:0","Points:1","Points:2"
319.89,0.21525,-0.032327,0
319.89,0.21525,-0.032694,0
319.89,0.21675,-0.034898,0
319.88,0.222,-0.034898,0
319.88,0.22125,-0.034898,0
319.89,0.21675,-0.032327,0
319.89,0.21675,-0.032694,0
319.87,0.222,-0.032327,0
319.88,0.222,-0.032694,0
319.88,0.22125,-0.032327,0
319.88,0.22125,-0.032694,0
319.88,0.22275,-0.034898,0
319.86,0.228,-0.034898,0
319.87,0.22725,-0.034898,0
319.87,0.22275,-0.032327,0
319.87,0.22275,-0.032694,0
319.86,0.228,-0.032327,0
319.86,0.228,-0.032694,0
319.86,0.22725,-0.032327,0
319.86,0.22725,-0.032694,0
319.86,0.22875,-0.034898,0
319.86,0.2325,-0.034898,0
319.87,0.234,-0.034531,0
319.86,0.2325,-0.034531,0
319.86,0.22875,-0.032327,0
319.86,0.22875,-0.032694,0
319.93,0.234,-0.032327,0
319.85,0.2325,-0.032327,0
319.89,0.234,-0.033061,0
319.85,0.2325,-0.032694,0
319.85,0.2325,-0.033061,0
319.95,0.15,-0.032327,0
319.95,0.1515,-0.032327,0
319.95,0.15,-0.031592,0
319.95,0.1515,-0.031592,0
319.95,0.15075,-0.031592,0
319.95,0.156,-0.031959,0
319.95,0.156,-0.032327,0
319.95,0.15525,-0.031959,0
319.95,0.15525,-0.032327,0
319.95,0.15,-0.029388,0
319.95,0.15075,-0.029388,0
319.95,0.15,-0.029755,0
319.95,0.15075,-0.029755,0
319.95,0.156,-0.029388,0
319.95,0.156,-0.029755,0
319.95,0.15525,-0.029388,0
319.95,0.15525,-0.029755,0
319.95,0.15675,-0.032327,0
319.95,0.15675,-0.031959,0
319.95,0.162,-0.031959,0
319.95,0.162,-0.032327,0
319.95,0.16125,-0.031959,0
319.95,0.16125,-0.032327,0
319.95,0.15675,-0.029388,0
319.95,0.15675,-0.029755,0
319.95,0.162,-0.029388,0
319.95,0.162,-0.029755,0
319.95,0.16125,-0.029388,0
319.95,0.16125,-0.029755,0
319.95,0.16275,-0.032327,0
319.95,0.16275,-0.031959,0
319.95,0.168,-0.031959,0
319.95,0.16725,-0.031959,0
319.95,0.16725,-0.032327,0
319.95,0.16275,-0.029388,0
319.95,0.16275,-0.029755,0
319.95,0.168,-0.029388,0
319.95,0.168,-0.029755,0
319.95,0.16725,-0.029388,0
319.95,0.16725,-0.029755,0
319.95,0.16875,-0.031959,0
319.95,0.174,-0.031959,0
319.95,0.17325,-0.031959,0
319.95,0.16875,-0.029388,0
319.95,0.16875,-0.029755,0
319.95,0.174,-0.029388,0
319.95,0.174,-0.029755,0
319.95,0.17325,-0.029388,0
319.95,0.17325,-0.029755,0
319.95,0.17475,-0.031959,0
319.94,0.18,-0.031959,0
319.94,0.17925,-0.031959,0
319.95,0.17475,-0.029388,0
319.95,0.17475,-0.029755,0
319.94,0.18,-0.029388,0
319.94,0.18,-0.029755,0
319.94,0.17925,-0.029388,0
319.94,0.17925,-0.029755,0
319.94,0.18075,-0.031959,0
319.94,0.186,-0.031959,0
319.94,0.18525,-0.031959,0
319.94,0.18075,-0.029388,0
319.94,0.18075,-0.029755,0
319.94,0.186,-0.029388,0
319.94,0.186,-0.029755,0
319.94,0.18525,-0.029388,0
319.94,0.18525,-0.029755,0
319.94,0.18675,-0.031959,0
319.93,0.192,-0.031959,0
319.93,0.19125,-0.031959,0
319.94,0.18675,-0.029388,0
319.94,0.18675,-0.029755,0
319.93,0.192,-0.029388,0
319.93,0.192,-0.029755,0
319.93,0.19125,-0.029388,0
319.93,0.19125,-0.029755,0
319.93,0.19275,-0.031959,0
319.92,0.198,-0.031959,0
319.92,0.19725,-0.031959,0
319.93,0.19275,-0.029388,0
319.93,0.19275,-0.029755,0
319.93,0.198,-0.029388,0
319.93,0.198,-0.029755,0
319.93,0.19725,-0.029388,0
319.93,0.19725,-0.029755,0
319.92,0.19875,-0.031959,0
319.91,0.204,-0.031959,0
319.92,0.20325,-0.031959,0
319.92,0.19875,-0.029388,0
319.92,0.19875,-0.029755,0
319.92,0.204,-0.029388,0
319.92,0.204,-0.029755,0
319.92,0.20325,-0.029388,0
319.92,0.20325,-0.029755,0
319.91,0.20475,-0.031959,0
319.9,0.21,-0.031959,0
319.9,0.20925,-0.031959,0
319.92,0.20475,-0.029388,0
319.91,0.20475,-0.029755,0
319.9,0.21,-0.029388,0
319.9,0.21,-0.029755,0
319.9,0.20925,-0.029388,0
319.9,0.20925,-0.029755,0
319.9,0.21075,-0.031959,0
319.89,0.216,-0.031959,0
319.89,0.21525,-0.031959,0
319.9,0.21075,-0.029388,0
319.9,0.21075,-0.029755,0
319.89,0.216,-0.029388,0
319.89,0.216,-0.029755,0
319.89,0.21525,-0.029388,0
319.89,0.21525,-0.029755,0
319.89,0.21675,-0.031959,0
319.87,0.222,-0.031959,0
319.88,0.22125,-0.031959,0
319.89,0.21675,-0.029388,0
319.89,0.21675,-0.029755,0
319.88,0.222,-0.029388,0
319.87,0.222,-0.029755,0
319.88,0.22125,-0.029388,0
319.87,0.22125,-0.029755,0
319.87,0.22275,-0.031959,0
319.86,0.228,-0.031959,0
319.86,0.22725,-0.031959,0
319.88,0.22275,-0.029388,0
319.87,0.22275,-0.029755,0
323.29,0.228,-0.029388,0
320.86,0.228,-0.029755,0
321.7,0.22725,-0.029388,0
320.4,0.22725,-0.029755,0
319.86,0.22875,-0.031959,0
319.85,0.2325,-0.031959,0
319.92,0.234,-0.031592,0
319.85,0.2325,-0.031592,0
324.46,0.22875,-0.029388,0
321.18,0.22875,-0.029755,0
320.25,0.234,-0.029388,0
320.13,0.2325,-0.029388,0
320,0.234,-0.030122,0
319.92,0.2325,-0.029755,0
319.87,0.2325,-0.030122,0
319.96,0.126,-0.029388,0
319.96,0.126,-0.028653,0
319.96,0.1275,-0.029388,0
319.96,0.1275,-0.028653,0
319.96,0.132,-0.029388,0
319.96,0.132,-0.028653,0
319.96,0.1305,-0.029388,0
319.96,0.13125,-0.028653,0
319.96,0.1305,-0.028653,0
319.96,0.126,-0.026449,0
319.96,0.12675,-0.026449,0
319.96,0.126,-0.026816,0
319.96,0.12675,-0.026816,0
319.96,0.132,-0.026449,0
319.96,0.132,-0.026816,0
319.96,0.13125,-0.026449,0
319.96,0.13125,-0.026816,0
319.96,0.1335,-0.029388,0
319.96,0.1335,-0.028653,0
319.96,0.13275,-0.028653,0
319.95,0.138,-0.02902,0
319.95,0.138,-0.029388,0
319.95,0.13725,-0.02902,0
319.95,0.13725,-0.029388,0
319.96,0.13275,-0.026449,0
319.96,0.13275,-0.026816,0
319.95,0.138,-0.026449,0
319.95,0.138,-0.026816,0
319.95,0.13725,-0.026449,0
319.95,0.13725,-0.026816,0
319.95,0.13875,-0.029388,0
319.95,0.13875,-0.02902,0
319.95,0.144,-0.02902,0
319.95,0.144,-0.029388,0
319.95,0.14325,-0.02902,0
319.95,0.14325,-0.029388,0
319.95,0.13875,-0.026449,0
319.95,0.13875,-0.026816,0
319.95,0.144,-0.026449,0
319.95,0.144,-0.026816,0
319.95,0.14325,-0.026449,0
319.95,0.14325,-0.026816,0
319.95,0.14475,-0.029388,0
319.95,0.14475,-0.02902,0
319.95,0.15,-0.02902,0
319.95,0.14925,-0.02902,0
319.95,0.14925,-0.029388,0
319.95,0.14475,-0.026449,0
319.95,0.14475,-0.026816,0
319.95,0.15,-0.026449,0
319.95,0.15,-0.026816,0
319.95,0.14925,-0.026449,0
319.95,0.14925,-0.026816,0
319.95,0.15075,-0.02902,0
319.95,0.156,-0.02902,0
319.95,0.15525,-0.02902,0
319.95,0.15075,-0.026449,0
319.95,0.15075,-0.026816,0
319.95,0.156,-0.026449,0
319.95,0.156,-0.026816,0
319.95,0.15525,-0.026449,0
319.95,0.15525,-0.026816,0
319.95,0.15675,-0.02902,0
319.95,0.162,-0.02902,0
319.95,0.16125,-0.02902,0
319.95,0.15675,-0.026449,0
319.95,0.15675,-0.026816,0
319.95,0.162,-0.026449,0
319.95,0.162,-0.026816,0
319.95,0.16125,-0.026449,0
319.95,0.16125,-0.026816,0
319.95,0.16275,-0.02902,0
319.95,0.168,-0.02902,0
319.95,0.16725,-0.02902,0
319.95,0.16275,-0.026449,0
319.95,0.16275,-0.026816,0
319.95,0.168,-0.026449,0
319.95,0.168,-0.026816,0
319.95,0.16725,-0.026449,0
319.95,0.16725,-0.026816,0
319.95,0.16875,-0.02902,0
319.95,0.174,-0.02902,0
319.95,0.17325,-0.02902,0
319.95,0.16875,-0.026449,0
319.95,0.16875,-0.026816,0
319.95,0.174,-0.026449,0
319.95,0.174,-0.026816,0
319.95,0.17325,-0.026449,0
319.95,0.17325,-0.026816,0
319.95,0.17475,-0.02902,0
319.94,0.18,-0.02902,0
319.94,0.17925,-0.02902,0
319.95,0.17475,-0.026449,0
319.95,0.17475,-0.026816,0
319.94,0.18,-0.026449,0
319.94,0.18,-0.026816,0
319.94,0.17925,-0.026449,0
319.94,0.17925,-0.026816,0
319.94,0.18075,-0.02902,0
319.94,0.186,-0.02902,0
319.94,0.18525,-0.02902,0
319.94,0.18075,-0.026449,0
319.94,0.18075,-0.026816,0
319.94,0.186,-0.026449,0
319.94,0.186,-0.026816,0
319.94,0.18525,-0.026449,0
319.94,0.18525,-0.026816,0
319.94,0.18675,-0.02902,0
319.93,0.192,-0.02902,0
319.93,0.19125,-0.02902,0
319.94,0.18675,-0.026449,0
319.94,0.18675,-0.026816,0
324.2,0.192,-0.026449,0
321.08,0.192,-0.026816,0
320.67,0.19125,-0.026449,0
320.12,0.19125,-0.026816,0
319.93,0.19275,-0.02902,0
319.93,0.198,-0.02902,0
319.93,0.19725,-0.02902,0
335.34,0.19275,-0.026449,0
324.48,0.19275,-0.026816,0
362.66,0.198,-0.026449,0
334.68,0.198,-0.026816,0
386.68,0.19725,-0.026449,0
344.34,0.19725,-0.026816,0
319.93,0.19875,-0.02902,0
319.92,0.204,-0.02902,0
319.92,0.20325,-0.02902,0
343.77,0.19875,-0.026449,0
327.71,0.19875,-0.026816,0
319.97,0.204,-0.026449,0
319.93,0.204,-0.026816,0
320.04,0.20325,-0.026449,0
319.95,0.20325,-0.026816,0
319.92,0.20475,-0.02902,0
319.9,0.21,-0.02902,0
319.91,0.20925,-0.02902,0
319.95,0.20475,-0.026449,0
319.94,0.20475,-0.026816,0
320.5,0.21,-0.026449,0
320.23,0.21,-0.026816,0
320.8,0.20925,-0.026449,0
320.46,0.20925,-0.026816,0
319.9,0.21075,-0.02902,0
319.89,0.216,-0.02902,0
319.89,0.21525,-0.02902,0
320.19,0.21075,-0.026449,0
320.04,0.21075,-0.026816,0
321.63,0.216,-0.026449,0
320.48,0.216,-0.026816,0
320.24,0.21525,-0.026449,0
320.01,0.21525,-0.026816,0
319.89,0.21675,-0.02902,0
319.9,0.222,-0.02902,0
319.9,0.22125,-0.02902,0
327.19,0.21675,-0.026449,0
322.65,0.21675,-0.026816,0
486.28,0.222,-0.026449,0
417.11,0.222,-0.026816,0
511.81,0.22125,-0.026449,0
436,0.22125,-0.026816,0
319.89,0.22275,-0.02902,0
329.49,0.228,-0.02902,0
325.02,0.22725,-0.02902,0
421.75,0.22275,-0.026449,0
370.59,0.22275,-0.026816,0
437.68,0.228,-0.026449,0
383.98,0.228,-0.026816,0
469.44,0.22725,-0.026449,0
396.04,0.22725,-0.026816,0
333.02,0.22875,-0.02902,0
320.93,0.2325,-0.02902,0
321.18,0.234,-0.028653,0
323.02,0.2325,-0.028653,0
395.99,0.22875,-0.026449,0
370.63,0.22875,-0.026816,0
351.54,0.234,-0.026449,0
389.16,0.2325,-0.026449,0
385.09,0.2325,-0.026816,0
337.98,0.234,-0.027184,0
369.11,0.2325,-0.027184,0
319.97,0.108,-0.026449,0
319.97,0.108,-0.025714,0
319.97,0.1095,-0.026449,0
319.97,0.1095,-0.025714,0
319.97,0.114,-0.026449,0
319.97,0.114,-0.025714,0
319.97,0.11325,-0.025714,0
319.97,0.1125,-0.026449,0
319.97,0.1125,-0.025714,0
319.97,0.108,-0.02351,0
319.97,0.10875,-0.02351,0
319.97,0.108,-0.023878,0
319.97,0.10875,-0.023878,0
319.97,0.114,-0.02351,0
319.97,0.114,-0.023878,0
319.97,0.11325,-0.02351,0
319.97,0.11325,-0.023878,0
319.97,0.1155,-0.026449,0
319.97,0.1155,-0.026082,0
319.97,0.1155,-0.025714,0
319.97,0.11475,-0.025714,0
319.96,0.12,-0.026082,0
319.96,0.12,-0.026449,0
319.96,0.11925,-0.026082,0
319.96,0.11925,-0.026449,0
319.97,0.11475,-0.02351,0
319.97,0.11475,-0.023878,0
319.96,0.12,-0.02351,0
319.96,0.12,-0.023878,0
319.96,0.11925,-0.02351,0
319.96,0.11925,-0.023878,0
319.96,0.12075,-0.026449,0
319.96,0.12075,-0.026082,0
319.96,0.126,-0.026082,0
319.96,0.12525,-0.026082,0
319.96,0.12525,-0.026449,0
319.96,0.12075,-0.02351,0
319.96,0.12075,-0.023878,0
319.96,0.126,-0.02351,0
319.96,0.126,-0.023878,0
319.96,0.12525,-0.02351,0
319.96,0.12525,-0.023878,0
319.96,0.12675,-0.026082,0
319.96,0.132,-0.026082,0
319.96,0.13125,-0.026082,0
319.96,0.12675,-0.02351,0
319.96,0.12675,-0.023878,0
319.96,0.132,-0.02351,0
319.96,0.132,-0.023878,0
319.96,0.13125,-0.02351,0
319.96,0.13125,-0.023878,0
319.96,0.13275,-0.026082,0
319.95,0.138,-0.026082,0
319.95,0.13725,-0.026082,0
319.96,0.13275,-0.02351,0
319.96,0.13275,-0.023878,0
319.95,0.138,-0.02351,0
319.95,0.138,-0.023878,0
319.95,0.13725,-0.02351,0
319.95,0.13725,-0.023878,0
319.95,0.13875,-0.026082,0
319.95,0.144,-0.026082,0
319.95,0.14325,-0.026082,0
319.95,0.13875,-0.02351,0
319.95,0.13875,-0.023878,0
319.95,0.144,-0.02351,0
319.95,0.144,-0.023878,0
319.95,0.14325,-0.02351,0
319.95,0.14325,-0.023878,0
319.95,0.14475,-0.026082,0
319.95,0.15,-0.026082,0
319.95,0.14925,-0.026082,0
319.95,0.14475,-0.02351,0
319.95,0.14475,-0.023878,0
319.95,0.15,-0.02351,0
319.95,0.15,-0.023878,0
319.95,0.14925,-0.02351,0
319.95,0.14925,-0.023878,0
319.95,0.15075,-0.026082,0
319.95,0.156,-0.026082,0
319.95,0.15525,-0.026082,0
319.95,0.15075,-0.02351,0
319.95,0.15075,-0.023878,0
319.95,0.156,-0.02351,0
319.95,0.156,-0.023878,0
319.95,0.15525,-0.02351,0
319.95,0.15525,-0.023878,0
319.95,0.15675,-0.026082,0
319.95,0.162,-0.026082,0
319.95,0.16125,-0.026082,0
319.95,0.15675,-0.02351,0
319.95,0.15675,-0.023878,0
319.95,0.162,-0.02351,0
319.95,0.162,-0.023878,0
319.95,0.16125,-0.02351,0
319.95,0.16125,-0.023878,0
319.95,0.16275,-0.026082,0
319.95,0.168,-0.026082,0
319.95,0.16725,-0.026082,0
319.95,0.16275,-0.02351,0
319.95,0.16275,-0.023878,0
319.95,0.168,-0.02351,0
319.95,0.168,-0.023878,0
319.95,0.16725,-0.02351,0
319.95,0.16725,-0.023878,0
319.95,0.16875,-0.026082,0
319.95,0.174,-0.026082,0
319.95,0.17325,-0.026082,0
319.95,0.16875,-0.02351,0
319.95,0.16875,-0.023878,0
319.95,0.174,-0.02351,0
319.95,0.174,-0.023878,0
319.95,0.17325,-0.02351,0
319.95,0.17325,-0.023878,0
319.95,0.17475,-0.026082,0
319.94,0.18,-0.026082,0
319.94,0.17925,-0.026082,0
319.96,0.17475,-0.02351,0
319.95,0.17475,-0.023878,0
319.99,0.18,-0.02351,0
319.95,0.18,-0.023878,0
320,0.17925,-0.02351,0
319.96,0.17925,-0.023878,0
319.94,0.18075,-0.026082,0
319.94,0.186,-0.026082,0
319.94,0.18525,-0.026082,0
319.98,0.18075,-0.02351,0
319.95,0.18075,-0.023878,0
319.97,0.186,-0.02351,0
319.95,0.186,-0.023878,0
319.96,0.18525,-0.02351,0
319.95,0.18525,-0.023878,0
319.94,0.18675,-0.026082,0
333.55,0.192,-0.026082,0
322.54,0.19125,-0.026082,0
320.03,0.18675,-0.02351,0
319.97,0.18675,-0.023878,0
651.12,0.192,-0.02351,0
610.83,0.192,-0.023878,0
476.54,0.19125,-0.02351,0
443.04,0.19125,-0.023878,0
363.19,0.19275,-0.026082,0
425.33,0.198,-0.026082,0
471.84,0.19725,-0.026082,0
819.37,0.19275,-0.02351,0
789.24,0.19275,-0.023878,0
899.5,0.198,-0.02351,0
914.96,0.198,-0.023878,0
870.85,0.19725,-0.02351,0
904.99,0.19725,-0.023878,0
383.51,0.19875,-0.026082,0
320.11,0.204,-0.026082,0
320.44,0.20325,-0.026082,0
921.42,0.19875,-0.02351,0
916.92,0.19875,-0.023878,0
682.19,0.204,-0.02351,0
517.62,0.204,-0.023878,0
795.47,0.20325,-0.02351,0
628.79,0.20325,-0.023878,0
320.01,0.20475,-0.026082,0
320.85,0.21,-0.026082,0
321.15,0.20925,-0.026082,0
565.58,0.20475,-0.02351,0
433.46,0.20475,-0.023878,0
328.04,0.21,-0.02351,0
325.65,0.21,-0.023878,0
327.68,0.20925,-0.02351,0
324,0.20925,-0.023878,0
320.45,0.21075,-0.026082,0
324.14,0.216,-0.026082,0
320.85,0.21525,-0.026082,0
330.32,0.21075,-0.02351,0
327.67,0.21075,-0.023878,0
386.26,0.216,-0.02351,0
377.08,0.216,-0.023878,0
351.55,0.21525,-0.02351,0
344.4,0.21525,-0.023878,0
335.81,0.21675,-0.026082,0
574.34,0.222,-0.026082,0
595.74,0.22125,-0.026082,0
463.71,0.21675,-0.02351,0
457,0.21675,-0.023878,0
749.9,0.222,-0.02351,0
739.97,0.222,-0.023878,0
770.32,0.22125,-0.02351,0
763.62,0.22125,-0.023878,0
503.77,0.22275,-0.026082,0
534.46,0.228,-0.026082,0
579.03,0.22725,-0.026082,0
715.54,0.22275,-0.02351,0
710.89,0.22275,-0.023878,0
961.69,0.228,-0.02351,0
1014.7,0.228,-0.023878,0
886.12,0.22725,-0.02351,0
934.89,0.22725,-0.023878,0
448.94,0.22875,-0.026082,0
402.01,0.2325,-0.026082,0
406.93,0.2325,-0.025714,0
374.01,0.234,-0.025714,0
982.89,0.22875,-0.02351,0
1035.9,0.22875,-0.023878,0
482,0.234,-0.02351,0
533.41,0.23325,-0.02351,0
432.18,0.234,-0.024245,0
539.3,0.2325,-0.023878,0
620.33,0.2325,-0.02351,0
478.69,0.2325,-0.024245,0
319.98,0.09,-0.02351,0
319.98,0.0915,-0.02351,0
319.98,0.09,-0.022776,0
319.98,0.0915,-0.022776,0
319.98,0.09075,-0.022776,0
319.98,0.096,-0.023143,0
319.98,0.096,-0.02351,0
319.98,0.09525,-0.023143,0
319.98,0.09525,-0.02351,0
319.99,0.09,-0.020571,0
319.98,0.09075,-0.020571,0
319.99,0.09,-0.020939,0
319.98,0.09075,-0.020939,0
319.98,0.096,-0.020571,0
319.98,0.096,-0.020939,0
319.98,0.09525,-0.020571,0
319.98,0.09525,-0.020939,0
319.98,0.09675,-0.02351,0
319.98,0.09675,-0.023143,0
319.97,0.102,-0.023143,0
319.97,0.102,-0.02351,0
319.97,0.10125,-0.023143,0
319.97,0.10125,-0.02351,0
319.98,0.09675,-0.020571,0
319.98,0.09675,-0.020939,0
319.98,0.102,-0.020571,0
319.98,0.102,-0.020939,0
319.98,0.10125,-0.020571,0
319.98,0.10125,-0.020939,0
319.97,0.10275,-0.02351,0
319.97,0.10275,-0.023143,0
319.97,0.108,-0.023143,0
319.97,0.10725,-0.023143,0
319.97,0.10725,-0.02351,0
319.98,0.10275,-0.020571,0
319.97,0.10275,-0.020939,0
319.97,0.108,-0.020571,0
319.97,0.108,-0.020939,0
319.97,0.10725,-0.020571,0
319.97,0.10725,-0.020939,0
319.97,0.10875,-0.023143,0
319.97,0.114,-0.023143,0
319.97,0.11325,-0.023143,0
319.97,0.10875,-0.020571,0
319.97,0.10875,-0.020939,0
319.97,0.114,-0.020571,0
319.97,0.114,-0.020939,0
319.97,0.11325,-0.020571,0
319.97,0.11325,-0.020939,0
319.97,0.11475,-0.023143,0
319.96,0.12,-0.023143,0
319.96,0.11925,-0.023143,0
319.97,0.11475,-0.020571,0
319.97,0.11475,-0.020939,0
319.96,0.12,-0.020571,0
319.96,0.12,-0.020939,0
319.96,0.11925,-0.020571,0
319.96,0.11925,-0.020939,0
319.96,0.12075,-0.023143,0
319.96,0.126,-0.023143,0
319.96,0.12525,-0.023143,0
319.96,0.12075,-0.020571,0
319.96,0.12075,-0.020939,0
319.96,0.126,-0.020571,0
319.96,0.126,-0.020939,0
319.96,0.12525,-0.020571,0
319.96,0.12525,-0.020939,0
319.96,0.12675,-0.023143,0
319.96,0.132,-0.023143,0
319.96,0.13125,-0.023143,0
319.96,0.12675,-0.020571,0
319.96,0.12675,-0.020939,0
319.96,0.132,-0.020571,0
319.96,0.132,-0.020939,0
319.96,0.13125,-0.020571,0
319.96,0.13125,-0.020939,0
319.96,0.13275,-0.023143,0
319.95,0.138,-0.023143,0
319.95,0.13725,-0.023143,0
319.96,0.13275,-0.020571,0
319.96,0.13275,-0.020939,0
319.96,0.138,-0.020571,0
319.96,0.138,-0.020939,0
319.96,0.13725,-0.020571,0
319.96,0.13725,-0.020939,0
319.95,0.13875,-0.023143,0
319.95,0.144,-0.023143,0
319.95,0.14325,-0.023143,0
319.96,0.13875,-0.020571,0
319.95,0.13875,-0.020939,0
319.95,0.144,-0.020571,0
319.95,0.144,-0.020939,0
319.95,0.14325,-0.020571,0
319.95,0.14325,-0.020939,0
319.95,0.14475,-0.023143,0
319.95,0.15,-0.023143,0
319.95,0.14925,-0.023143,0
319.95,0.14475,-0.020571,0
319.95,0.14475,-0.020939,0
319.95,0.15,-0.020571,0
319.95,0.15,-0.020939,0
319.95,0.14925,-0.020571,0
319.95,0.14925,-0.020939,0
319.95,0.15075,-0.023143,0
319.95,0.156,-0.023143,0
319.95,0.15525,-0.023143,0
319.95,0.15075,-0.020571,0
319.95,0.15075,-0.020939,0
319.96,0.156,-0.020571,0
319.95,0.156,-0.020939,0
319.95,0.15525,-0.020571,0
319.95,0.15525,-0.020939,0
319.95,0.15675,-0.023143,0
319.95,0.162,-0.023143,0
319.95,0.16125,-0.023143,0
319.96,0.15675,-0.020571,0
319.95,0.15675,-0.020939,0
319.97,0.162,-0.020571,0
319.96,0.162,-0.020939,0
319.97,0.16125,-0.020571,0
319.95,0.16125,-0.020939,0
319.95,0.16275,-0.023143,0
319.95,0.168,-0.023143,0
319.95,0.16725,-0.023143,0
319.98,0.16275,-0.020571,0
319.96,0.16275,-0.020939,0
320.4,0.168,-0.020571,0
320.12,0.168,-0.020939,0
320.24,0.16725,-0.020571,0
320.06,0.16725,-0.020939,0
319.95,0.16875,-0.023143,0
319.97,0.174,-0.023143,0
319.96,0.17325,-0.023143,0
320.67,0.16875,-0.020571,0
320.23,0.16875,-0.020939,0
332.01,0.174,-0.020571,0
327.05,0.174,-0.020939,0
327.85,0.17325,-0.020571,0
324.45,0.17325,-0.020939,0
319.99,0.17475,-0.023143,0
320.18,0.18,-0.023143,0
320.2,0.17925,-0.023143,0
338.59,0.17475,-0.020571,0
331.43,0.17475,-0.020939,0
620.22,0.18,-0.020571,0
488.23,0.18,-0.020939,0
550.96,0.17925,-0.020571,0
451.77,0.17925,-0.020939,0
320.14,0.18075,-0.023143,0
320.06,0.186,-0.023143,0
320.01,0.18525,-0.023143,0
695.75,0.18075,-0.020571,0
526.97,0.18075,-0.020939,0
480.88,0.186,-0.020571,0
384.18,0.186,-0.020939,0
578.99,0.18525,-0.020571,0
412.28,0.18525,-0.020939,0
320.24,0.18675,-0.023143,0
694.98,0.192,-0.023143,0
514.98,0.19125,-0.023143,0
432.31,0.18675,-0.020571,0
376.73,0.18675,-0.020939,0
1037.9,0.192,-0.020571,0
1026.7,0.192,-0.020939,0
1038.6,0.19125,-0.020571,0
1006,0.19125,-0.020939,0
852.58,0.19275,-0.023143,0
870.34,0.198,-0.023143,0
819.87,0.19725,-0.023143,0
984.3,0.19275,-0.020571,0
985.6,0.19275,-0.020939,0
1784.7,0.198,-0.020571,0
1692,0.198,-0.020939,0
1528.9,0.19725,-0.020571,0
1382.2,0.19725,-0.020939,0
921.47,0.19875,-0.023143,0
834.33,0.204,-0.023143,0
918.06,0.20325,-0.023143,0
1907.9,0.19875,-0.020571,0
1874,0.19875,-0.020939,0
1593.8,0.204,-0.020571,0
1503.6,0.204,-0.020939,0
1772.7,0.20325,-0.020571,0
1700.8,0.20325,-0.020939,0
733.15,0.20475,-0.023143,0
334.47,0.21,-0.023143,0
340.57,0.20925,-0.023143,0
1413.2,0.20475,-0.020571,0
1321.7,0.20475,-0.020939,0
910.24,0.21,-0.020571,0
917.2,0.21,-0.020939,0
909.75,0.20925,-0.020571,0
921.48,0.20925,-0.020939,0
334.27,0.21075,-0.023143,0
395.79,0.216,-0.023143,0
360.29,0.21525,-0.023143,0
915.68,0.21075,-0.020571,0
906.43,0.21075,-0.020939,0
438.41,0.216,-0.020571,0
450.08,0.216,-0.020939,0
416.53,0.21525,-0.020571,0
411.47,0.21525,-0.020939,0
465.18,0.21675,-0.023143,0
757.17,0.222,-0.023143,0
774.37,0.22125,-0.023143,0
482.11,0.21675,-0.020571,0
498.9,0.21675,-0.020939,0
626.91,0.222,-0.020571,0
638.91,0.222,-0.020939,0
628.43,0.22125,-0.020571,0
639.43,0.22125,-0.020939,0
719.59,0.22275,-0.023143,0
899.17,0.228,-0.023143,0
831.38,0.22725,-0.023143,0
619.71,0.22275,-0.020571,0
631.86,0.22275,-0.020939,0
743.11,0.228,-0.020571,0
692.33,0.228,-0.020939,0
700.21,0.22725,-0.020571,0
670.24,0.22725,-0.020939,0
917.77,0.22875,-0.023143,0
606.37,0.23325,-0.023143,0
538.58,0.234,-0.023143,0
786.94,0.22875,-0.020571,0
720.67,0.22875,-0.020939,0
939.33,0.23325,-0.020571,0
966.81,0.234,-0.020571,0
956.62,0.23325,-0.020939,0
975.08,0.234,-0.020939,0
320,0.066,-0.019837,0
320,0.0675,-0.020571,0
320,0.0675,-0.019837,0
320,0.072,-0.020571,0
320,0.072,-0.019837,0
320,0.07125,-0.019837,0
320,0.0705,-0.020571,0
320,0.0705,-0.019837,0
320.04,0.066,-0.017633,0
320.04,0.06675,-0.017633,0
320.02,0.066,-0.018,0
320.02,0.06675,-0.018,0
320.07,0.072,-0.017633,0
320.03,0.072,-0.018,0
320.07,0.07125,-0.017633,0
320.03,0.07125,-0.018,0
320,0.0735,-0.020571,0
320,0.0735,-0.019837,0
320,0.07275,-0.019837,0
320,0.078,-0.020204,0
320,0.078,-0.020571,0
320,0.07725,-0.020204,0
320,0.07725,-0.020571,0
320.08,0.07275,-0.017633,0
320.03,0.07275,-0.018,0
320.12,0.078,-0.017633,0
320.05,0.078,-0.018,0
320.11,0.07725,-0.017633,0
320.05,0.07725,-0.018,0
319.99,0.07875,-0.020571,0
320,0.07875,-0.020204,0
319.99,0.084,-0.020204,0
319.99,0.084,-0.020571,0
319.99,0.08325,-0.020204,0
319.99,0.08325,-0.020571,0
320.12,0.07875,-0.017633,0
320.06,0.07875,-0.018,0
320.2,0.084,-0.017633,0
320.1,0.084,-0.018,0
320.2,0.08325,-0.017633,0
320.09,0.08325,-0.018,0
319.99,0.08475,-0.020571,0
319.99,0.08475,-0.020204,0
319.99,0.09,-0.020204,0
319.99,0.08925,-0.020204,0
319.99,0.08925,-0.020571,0
320.21,0.08475,-0.017633,0
320.1,0.08475,-0.018,0
320.26,0.09,-0.017633,0
320.12,0.09,-0.018,0
320.25,0.08925,-0.017633,0
320.12,0.08925,-0.018,0
