"T","Points:0","Points:1","Points:2"
1981.8,0.0525,0.0062449,0
1978.6,0.05325,0.0066122,0
1991.2,0.054,0.0066122,0
1965.8,0.0525,0.0066122,0
1485.8,0.04875,0.0080816,0
1465.7,0.0495,0.0088163,0
1485,0.0495,0.008449,0
1523.7,0.0495,0.0080816,0
1730.5,0.054,0.0080816,0
1707.5,0.05325,0.0080816,0
1629.1,0.0525,0.008449,0
1571.7,0.0525,0.0088163,0
1677.4,0.0525,0.0080816,0
1986.4,0.0555,0.0062449,0
2000.3,0.05475,0.0066122,0
2006.1,0.0555,0.0066122,0
1978.8,0.0585,0.0062449,0
2006.8,0.05925,0.0066122,0
2004.7,0.06,0.0066122,0
2009.3,0.0585,0.0066122,0
1745.2,0.05475,0.0080816,0
1533,0.0555,0.0088163,0
1652.3,0.0555,0.008449,0
1751.5,0.0555,0.0080816,0
1678.3,0.06,0.0080816,0
1700.6,0.05925,0.0080816,0
1575,0.0585,0.008449,0
1406.8,0.0585,0.0088163,0
1719.3,0.0585,0.0080816,0
1971.2,0.0615,0.0062449,0
2002.3,0.06075,0.0066122,0
2000.1,0.0615,0.0066122,0
1966.6,0.0645,0.0062449,0
1985.1,0.06525,0.0066122,0
1981.9,0.066,0.0066122,0
1988.4,0.0645,0.0066122,0
1653.5,0.06075,0.0080816,0
1283.9,0.0615,0.0088163,0
1453.1,0.0615,0.008449,0
1627.5,0.0615,0.0080816,0
1510.5,0.066,0.0080816,0
1523.4,0.06525,0.0080816,0
1374.4,0.0645,0.008449,0
1234,0.0645,0.0088163,0
1539.5,0.0645,0.0080816,0
1958.1,0.0675,0.0062449,0
1978.6,0.06675,0.0066122,0
1975.7,0.0675,0.0066122,0
1955.2,0.0705,0.0062449,0
1974.8,0.07125,0.0066122,0
1976.9,0.072,0.0066122,0
1973.6,0.0705,0.0066122,0
1500.3,0.06675,0.0080816,0
1242.4,0.0675,0.0088163,0
1351.9,0.0675,0.008449,0
1493.3,0.0675,0.0080816,0
1497.9,0.072,0.0080816,0
1491.4,0.07125,0.0080816,0
1367.9,0.0705,0.008449,0
1280.4,0.0705,0.0088163,0
1487.7,0.0705,0.0080816,0
1963.7,0.0735,0.0062449,0
1979.6,0.07275,0.0066122,0
1981.5,0.0735,0.0066122,0
1978.1,0.0765,0.0062449,0
1977.2,0.07725,0.0066122,0
1977.4,0.078,0.0066122,0
1977.7,0.0765,0.0066122,0
1506.5,0.07275,0.0080816,0
1358.8,0.0735,0.0088163,0
1423.7,0.0735,0.008449,0
1514.9,0.0735,0.0080816,0
1588.6,0.078,0.0080816,0
1569.7,0.07725,0.0080816,0
1475.5,0.0765,0.008449,0
1420.5,0.0765,0.0088163,0
1551.7,0.0765,0.0080816,0
1998.2,0.0795,0.0062449,0
1977.9,0.07875,0.0066122,0
1978.9,0.0795,0.0066122,0
2019.3,0.0825,0.0062449,0
1988,0.08325,0.0066122,0
1990.8,0.084,0.0066122,0
1986.1,0.0825,0.0066122,0
1606,0.07875,0.0080816,0
1512.3,0.0795,0.0088163,0
1566.3,0.0795,0.008449,0
1624.5,0.0795,0.0080816,0
1726.6,0.084,0.0080816,0
1712.3,0.08325,0.0080816,0
1636.1,0.0825,0.008449,0
1572.2,0.0825,0.0088163,0
1696.8,0.0825,0.0080816,0
2028.1,0.0855,0.0062449,0
1994.4,0.08475,0.0066122,0
1998.3,0.0855,0.0066122,0
2032,0.0885,0.0062449,0
2023,0.08925,0.0066122,0
2025.3,0.09,0.0066122,0
2019.3,0.0885,0.0066122,0
1740,0.08475,0.0080816,0
1610,0.0855,0.0088163,0
1684.4,0.0855,0.008449,0
1752.4,0.0855,0.0080816,0
1818.6,0.09,0.0080816,0
1807.6,0.08925,0.0080816,0
1723.4,0.0885,0.008449,0
1643.7,0.0885,0.0088163,0
1796.9,0.0885,0.0080816,0
2027.7,0.0915,0.0062449,0
2026.3,0.09075,0.0066122,0
2026.5,0.0915,0.0066122,0
2022.7,0.0945,0.0062449,0
2023.8,0.09525,0.0066122,0
2022.2,0.096,0.0066122,0
2024.9,0.0945,0.0066122,0
1829.6,0.09075,0.0080816,0
1686.3,0.0915,0.0088163,0
1766.3,0.0915,0.008449,0
1840.5,0.0915,0.0080816,0
1901.5,0.096,0.0080816,0
1891.9,0.09525,0.0080816,0
1811.7,0.0945,0.008449,0
1735.2,0.0945,0.0088163,0
1882.1,0.0945,0.0080816,0
2014.6,0.0975,0.0062449,0
2020.3,0.09675,0.0066122,0
2018.4,0.0975,0.0066122,0
2004.3,0.1005,0.0062449,0
2007.6,0.10125,0.0066122,0
2005.2,0.102,0.0066122,0
2010,0.1005,0.0066122,0
1910.9,0.09675,0.0080816,0
1786.3,0.0975,0.0088163,0
1857,0.0975,0.008449,0
1920.3,0.0975,0.0080816,0
1972.4,0.102,0.0080816,0
1965,0.10125,0.0080816,0
1903,0.1005,0.008449,0
1839,0.1005,0.0088163,0
1956.8,0.1005,0.0080816,0
1991.9,0.1035,0.0062449,0
2003,0.10275,0.0066122,0
2000.4,0.1035,0.0066122,0
1981.7,0.1065,0.0062449,0
1986.4,0.10725,0.0066122,0
1983.5,0.108,0.0066122,0
1989.4,0.1065,0.0066122,0
1979.2,0.10275,0.0080816,0
1890.6,0.1035,0.0088163,0
1946.4,0.1035,0.008449,0
1985.3,0.1035,0.0080816,0
2001.5,0.108,0.0080816,0
2000.9,0.10725,0.0080816,0
1978.2,0.1065,0.008449,0
1935.1,0.1065,0.0088163,0
1999.7,0.1065,0.0080816,0
1967.9,0.1095,0.0062449,0
1980.2,0.10875,0.0066122,0
1976.5,0.1095,0.0066122,0
1946,0.1125,0.0062449,0
1956,0.11325,0.0066122,0
1951.2,0.114,0.0066122,0
1960.4,0.1125,0.0066122,0
2001.5,0.10875,0.0080816,0
1966,0.1095,0.0088163,0
1993.2,0.1095,0.008449,0
2001,0.1095,0.0080816,0
1992.7,0.114,0.0080816,0
1994.4,0.11325,0.0080816,0
1995.6,0.1125,0.008449,0
1981.4,0.1125,0.0088163,0
1996.1,0.1125,0.0080816,0
1928.3,0.1155,0.0062449,0
1946.4,0.11475,0.0066122,0
1942.4,0.1155,0.0066122,0
1915.3,0.1185,0.0062449,0
1926,0.11925,0.0066122,0
1922.8,0.12,0.0066122,0
1929.5,0.1185,0.0066122,0
1990.9,0.11475,0.0080816,0
1982.8,0.1155,0.0088163,0
1991.5,0.1155,0.008449,0
1988.8,0.1155,0.0080816,0
1977.8,0.12,0.0080816,0
1979.6,0.11925,0.0080816,0
1986,0.1185,0.008449,0
1979.1,0.1185,0.0088163,0
1981.2,0.1185,0.0080816,0
1901.7,0.1215,0.0062449,0
1919.9,0.12075,0.0066122,0
1917.4,0.1215,0.0066122,0
1896.3,0.1245,0.0062449,0
1911.7,0.12525,0.0066122,0
1911.7,0.126,0.0066122,0
1912,0.1245,0.0066122,0
1976.2,0.12075,0.0080816,0
1972.5,0.1215,0.0088163,0
1980.8,0.1215,0.008449,0
1975.1,0.1215,0.0080816,0
1972.7,0.126,0.0080816,0
1972.6,0.12525,0.0080816,0
1976.7,0.1245,0.008449,0
1961.2,0.1245,0.0088163,0
1972.7,0.1245,0.0080816,0
1896,0.1275,0.0062449,0
1911.8,0.12675,0.0066122,0
1911.8,0.1275,0.0066122,0
1893.5,0.1305,0.0062449,0
1910.3,0.13125,0.0066122,0
1909.8,0.132,0.0066122,0
1910.9,0.1305,0.0066122,0
1973,0.12675,0.0080816,0
1931.5,0.1275,0.0088163,0
1972.2,0.1275,0.008449,0
1973.5,0.1275,0.0080816,0
1975.9,0.132,0.0080816,0
1974.7,0.13125,0.0080816,0
1958.5,0.1305,0.008449,0
1878.4,0.1305,0.0088163,0
1974.3,0.1305,0.0080816,0
1890.9,0.1335,0.0062449,0
1909.5,0.13275,0.0066122,0
1909.4,0.1335,0.0066122,0
1890.1,0.1365,0.0062449,0
1913.3,0.13725,0.0066122,0
1914.4,0.138,0.0066122,0
1912.5,0.1365,0.0066122,0
1978,0.13275,0.0080816,0
1814.2,0.1335,0.0088163,0
1934.3,0.1335,0.008449,0
1979.9,0.1335,0.0080816,0
1980.9,0.138,0.0080816,0
1978.3,0.13725,0.0080816,0
1907.6,0.1365,0.008449,0
1772.5,0.1365,0.0088163,0
1977.2,0.1365,0.0080816,0
1891.6,0.1395,0.0062449,0
1916.6,0.13875,0.0066122,0
1919.6,0.1395,0.0066122,0
1902.6,0.1425,0.0062449,0
1941.6,0.14325,0.0066122,0
1947.2,0.144,0.0066122,0
1936.8,0.1425,0.0066122,0
1984,0.13875,0.0080816,0
1673.8,0.1395,0.0088163,0
1870.6,0.1395,0.008449,0
1982.2,0.1395,0.0080816,0
1249.1,0.144,0.0080816,0
1440.1,0.14325,0.0080816,0
1281.6,0.1425,0.008449,0
994.31,0.1425,0.0088163,0
1642.9,0.1425,0.0080816,0
1926,0.1455,0.0062449,0
1954.9,0.14475,0.0066122,0
1963.3,0.1455,0.0066122,0
1957.1,0.1485,0.0062449,0
1726.1,0.14925,0.0066122,0
1633.1,0.15,0.0066122,0
1822.3,0.1485,0.0066122,0
1098.9,0.14475,0.0080816,0
870.91,0.1455,0.0088163,0
887.9,0.1455,0.008449,0
1001.4,0.1455,0.0080816,0
1138.9,0.15,0.0080816,0
1091.8,0.14925,0.0080816,0
1098.1,0.1485,0.008449,0
1169.4,0.1485,0.0088163,0
1032.9,0.1485,0.0080816,0
1809.9,0.1515,0.0062449,0
1560.9,0.15075,0.0066122,0
1495.8,0.1515,0.0066122,0
1547.2,0.1545,0.0062449,0
1304.7,0.15525,0.0066122,0
1293.7,0.156,0.0066122,0
1312.1,0.1545,0.0066122,0
1167.7,0.15075,0.0080816,0
1124.2,0.1515,0.0088163,0
1174.3,0.1515,0.008449,0
1176.3,0.1515,0.0080816,0
1176.8,0.156,0.0080816,0
1187.5,0.15525,0.0080816,0
1182,0.1545,0.008449,0
1175.9,0.1545,0.0088163,0
1186.5,0.1545,0.0080816,0
1446.7,0.1575,0.0062449,0
1281.7,0.15675,0.0066122,0
1278.3,0.1575,0.0066122,0
1390.3,0.1605,0.0062449,0
1242.5,0.16125,0.0066122,0
1220.5,0.162,0.0066122,0
1266.6,0.1605,0.0066122,0
1164.7,0.15675,0.0080816,0
1189.1,0.1575,0.0088163,0
1175.4,0.1575,0.008449,0
1162.6,0.1575,0.0080816,0
979.49,0.162,0.0080816,0
1035.4,0.16125,0.0080816,0
1034.6,0.1605,0.008449,0
1005.4,0.1605,0.0088163,0
1063.1,0.1605,0.0080816,0
1161.4,0.1635,0.0062449,0
1152.8,0.16275,0.0066122,0
1027.7,0.1635,0.0066122,0
957.56,0.1665,0.0062449,0
989.1,0.16725,0.0066122,0
1089.4,0.168,0.0066122,0
899.74,0.1665,0.0066122,0
890.3,0.16275,0.0080816,0
778.87,0.1635,0.0088163,0
790.28,0.1635,0.008449,0
810.44,0.1635,0.0080816,0
1013.8,0.168,0.0080816,0
926.97,0.16725,0.0080816,0
764.56,0.1665,0.008449,0
731.19,0.1665,0.0088163,0
790.25,0.1665,0.0080816,0
1148.2,0.1695,0.0062449,0
1129.6,0.16875,0.0066122,0
1097.9,0.1695,0.0066122,0
1356.3,0.1725,0.0062449,0
1651.4,0.17325,0.0066122,0
1783.9,0.174,0.0066122,0
1412.2,0.1725,0.0066122,0
986.9,0.16875,0.0080816,0
904.19,0.1695,0.0088163,0
930.36,0.1695,0.008449,0
956.7,0.1695,0.0080816,0
1791.2,0.174,0.0080816,0
1735.8,0.17325,0.0080816,0
1500.5,0.1725,0.008449,0
1518.3,0.1725,0.0088163,0
1488,0.1725,0.0080816,0
1836.2,0.1755,0.0062449,0
1823.7,0.17475,0.0066122,0
1838.4,0.1755,0.0066122,0
1932.6,0.1785,0.0062449,0
1964.3,0.17925,0.0066122,0
1970.5,0.18,0.0066122,0
1945,0.1785,0.0066122,0
1765.4,0.17475,0.0080816,0
1734.5,0.1755,0.0088163,0
1754.1,0.1755,0.008449,0
1771.7,0.1755,0.0080816,0
2132.8,0.18,0.0080816,0
2090.6,0.17925,0.0080816,0
1994.9,0.1785,0.008449,0
1957.6,0.1785,0.0088163,0
2011.4,0.1785,0.0080816,0
1922.7,0.1815,0.0062449,0
1961.9,0.18075,0.0066122,0
1943,0.1815,0.0066122,0
1989.9,0.1845,0.0062449,0
2059.6,0.18525,0.0066122,0
2070.8,0.186,0.0066122,0
2030.8,0.1845,0.0066122,0
2135.6,0.18075,0.0080816,0
2081.5,0.1815,0.0088163,0
2132.5,0.1815,0.008449,0
2127.8,0.1815,0.0080816,0
2106.4,0.186,0.0080816,0
2114.3,0.18525,0.0080816,0
2088,0.1845,0.008449,0
1890.8,0.1845,0.0088163,0
2112.8,0.1845,0.0080816,0
2067.2,0.1875,0.0062449,0
2079.9,0.18675,0.0066122,0
2087.4,0.1875,0.0066122,0
2081.3,0.1905,0.0062449,0
1994.1,0.19125,0.0066122,0
1767.4,0.192,0.0066122,0
2087.2,0.1905,0.0066122,0
2057.4,0.18675,0.0080816,0
1224.5,0.1875,0.0088163,0
1523.3,0.1875,0.008449,0
1918.1,0.1875,0.0080816,0
1341.1,0.192,0.0080816,0
1285.3,0.19125,0.0080816,0
1307.3,0.1905,0.008449,0
1412.8,0.1905,0.0088163,0
1258.9,0.1905,0.0080816,0
1588.8,0.1935,0.0062449,0
1524.2,0.19275,0.0066122,0
1413.1,0.1935,0.0066122,0
1647.8,0.1965,0.0062449,0
1773.8,0.19725,0.0066122,0
1893.2,0.198,0.0066122,0
1671.6,0.1965,0.0066122,0
1415.5,0.19275,0.0080816,0
1618.5,0.1935,0.0088163,0
1554.3,0.1935,0.008449,0
1491.1,0.1935,0.0080816,0
2013.6,0.198,0.0080816,0
1923,0.19725,0.0080816,0
1889.8,0.1965,0.008449,0
1962.1,0.1965,0.0088163,0
1820.7,0.1965,0.0080816,0
2030.3,0.1995,0.0062449,0
1998.4,0.19875,0.0066122,0
2072.9,0.1995,0.0066122,0
2195.2,0.2025,0.0062449,0
2180.8,0.20325,0.0066122,0
2170,0.204,0.0066122,0
2186.8,0.2025,0.0066122,0
2084.6,0.19875,0.0080816,0
2155.9,0.1995,0.0088163,0
2142.7,0.1995,0.008449,0
2130.3,0.1995,0.0080816,0
2104.2,0.204,0.0080816,0
2118.4,0.20325,0.0080816,0
2123.2,0.2025,0.008449,0
2118.4,0.2025,0.0088163,0
2131.2,0.2025,0.0080816,0
2144.8,0.2055,0.0062449,0
2157,0.20475,0.0066122,0
2138.9,0.2055,0.0066122,0
2057.5,0.2085,0.0062449,0
2054.6,0.20925,0.0066122,0
2054.7,0.21,0.0066122,0
2056.4,0.2085,0.0066122,0
2095.3,0.20475,0.0080816,0
2091.7,0.2055,0.0088163,0
2088.1,0.2055,0.008449,0
2089.1,0.2055,0.0080816,0
2131.3,0.21,0.0080816,0
2133.4,0.20925,0.0080816,0
2137.6,0.2085,0.008449,0
2143.6,0.2085,0.0088163,0
2121.8,0.2085,0.0080816,0
2023.9,0.2115,0.0062449,0
2050.8,0.21075,0.0066122,0
2039.7,0.2115,0.0066122,0
2045.2,0.2145,0.0062449,0
2071.4,0.21525,0.0066122,0
2088,0.216,0.0066122,0
2044.3,0.2145,0.0066122,0
2115.5,0.21075,0.0080816,0
2074.6,0.2115,0.0088163,0
2078.2,0.2115,0.008449,0
2081.9,0.2115,0.0080816,0
2096.8,0.216,0.0080816,0
2073.2,0.21525,0.0080816,0
2050.8,0.2145,0.008449,0
2052.7,0.2145,0.0088163,0
2048.7,0.2145,0.0080816,0
2068.1,0.2175,0.0062449,0
2090,0.21675,0.0066122,0
2082.2,0.2175,0.0066122,0
1996.4,0.2205,0.0062449,0
1982.8,0.22125,0.0066122,0
1959.2,0.222,0.0066122,0
2004.4,0.2205,0.0066122,0
2105.7,0.21675,0.0080816,0
2107.3,0.2175,0.0088163,0
2105.1,0.2175,0.008449,0
2103.7,0.2175,0.0080816,0
1995.9,0.222,0.0080816,0
2004.9,0.22125,0.0080816,0
2030.1,0.2205,0.008449,0
2036.8,0.2205,0.0088163,0
2023.7,0.2205,0.0080816,0
1907.3,0.2235,0.0062449,0
1934.4,0.22275,0.0066122,0
1916.4,0.2235,0.0066122,0
1930.1,0.2265,0.0062449,0
2020.6,0.22725,0.0066122,0
2045.4,0.228,0.0066122,0
1987.1,0.2265,0.0066122,0
2002,0.22275,0.0080816,0
2049.3,0.2235,0.0088163,0
2050.7,0.2235,0.008449,0
2021.3,0.2235,0.0080816,0
842.92,0.228,0.0080816,0
964.35,0.22725,0.0080816,0
965.3,0.2265,0.008449,0
818.11,0.2265,0.0088163,0
1280,0.2265,0.0080816,0
2044.4,0.2295,0.0062449,0
2064.3,0.22875,0.0066122,0
2054.2,0.2295,0.0066122,0
1294.5,0.2325,0.0062449,0
1139.3,0.23325,0.0066122,0
1125.3,0.2325,0.0066122,0
807.06,0.22875,0.0080816,0
827.13,0.2295,0.0088163,0
810.82,0.2295,0.008449,0
824.29,0.2295,0.0080816,0
1129.1,0.23325,0.0080816,0
1174.7,0.2325,0.008449,0
1184.8,0.2325,0.0088163,0
1165.2,0.2325,0.0080816,0
1221.1,0.0015,0.0091837,0
709.78,0.00075,0.009551,0
360,0,0.009551,0
788.54,0.0015,0.009551,0
1163.6,0.0045,0.0091837,0
883.93,0.00525,0.009551,0
883.18,0.006,0.009551,0
879.77,0.0045,0.009551,0
320.26,0.00075,0.01102,0
320,0,0.01102,0
320,0.0015,0.011755,0
320.1,0.0015,0.011388,0
320.87,0.0015,0.01102,0
336.37,0.006,0.01102,0
332.12,0.00525,0.01102,0
321.69,0.0045,0.011388,0
320.29,0.0045,0.011755,0
328.71,0.0045,0.01102,0
1106.8,0.0075,0.0091837,0
879.12,0.00675,0.009551,0
875.15,0.0075,0.009551,0
1067.1,0.0105,0.0091837,0
884.94,0.01125,0.009551,0
893.67,0.012,0.009551,0
878.18,0.0105,0.009551,0
341.47,0.00675,0.01102,0
321.75,0.0075,0.011755,0
327.23,0.0075,0.011388,0
346.5,0.0075,0.01102,0
386.64,0.012,0.01102,0
378.36,0.01125,0.01102,0
337.78,0.0105,0.011388,0
325.39,0.0105,0.011755,0
370.87,0.0105,0.01102,0
1078.9,0.0135,0.0091837,0
902.35,0.01275,0.009551,0
909.28,0.0135,0.009551,0
1087.7,0.0165,0.0091837,0
930.62,0.01725,0.009551,0
938.74,0.018,0.009551,0
924.97,0.0165,0.009551,0
395.14,0.01275,0.01102,0
332.95,0.0135,0.011755,0
355.28,0.0135,0.011388,0
403.86,0.0135,0.01102,0
478.51,0.018,0.01102,0
464.57,0.01725,0.01102,0
384.51,0.0165,0.011388,0
347.8,0.0165,0.011755,0
450.71,0.0165,0.01102,0
1103.6,0.0195,0.0091837,0
950.56,0.01875,0.009551,0
968.64,0.0195,0.009551,0
1157.7,0.0225,0.0091837,0
1081.2,0.02325,0.009551,0
1114.8,0.024,0.009551,0
1048.3,0.0225,0.009551,0
493.04,0.01875,0.01102,0
370.57,0.0195,0.011755,0
423.83,0.0195,0.011388,0
508.46,0.0195,0.01102,0
584.04,0.024,0.01102,0
575.95,0.02325,0.01102,0
467.04,0.0225,0.011388,0
399.03,0.0225,0.011755,0
565.95,0.0225,0.01102,0
1269.3,0.0255,0.0091837,0
1143.5,0.02475,0.009551,0
1166.8,0.0255,0.009551,0
1318.8,0.0285,0.0091837,0
1167.7,0.02925,0.009551,0
1143.8,0.03,0.009551,0
1182.3,0.0285,0.009551,0
589.27,0.02475,0.01102,0
422.09,0.0255,0.011755,0
491.96,0.0255,0.011388,0
591.63,0.0255,0.01102,0
585.29,0.03,0.01102,0
582.35,0.02925,0.01102,0
502.42,0.0285,0.011388,0
436.63,0.0285,0.011755,0
582.09,0.0285,0.01102,0
1239.6,0.0315,0.0091837,0
1107.8,0.03075,0.009551,0
1069,0.0315,0.009551,0
1110.6,0.0345,0.0091837,0
947.14,0.03525,0.009551,0
940.42,0.036,0.009551,0
963.66,0.0345,0.009551,0
590.47,0.03075,0.01102,0
452.49,0.0315,0.011755,0
522.01,0.0315,0.011388,0
597.45,0.0315,0.01102,0
670.26,0.036,0.01102,0
652.94,0.03525,0.01102,0
559.21,0.0345,0.011388,0
481.63,0.0345,0.011755,0
636.94,0.0345,0.01102,0
1027,0.0375,0.0091837,0
941.92,0.03675,0.009551,0
951.63,0.0375,0.009551,0
1083.2,0.0405,0.0091837,0
1089.4,0.04125,0.009551,0
1120.8,0.042,0.009551,0
1052.4,0.0405,0.009551,0
693.15,0.03675,0.01102,0
526.44,0.0375,0.011755,0
625.44,0.0375,0.011388,0
721.59,0.0375,0.01102,0
865.74,0.042,0.01102,0
843.91,0.04125,0.01102,0
700.13,0.0405,0.011388,0
581.35,0.0405,0.011755,0
821.01,0.0405,0.01102,0
1190.5,0.0435,0.0091837,0
1148.5,0.04275,0.009551,0
1184.6,0.0435,0.009551,0
1308.5,0.0465,0.0091837,0
1331.3,0.04725,0.009551,0
1360.3,0.048,0.009551,0
1300.7,0.0465,0.009551,0
885.42,0.04275,0.01102,0
622.69,0.0435,0.011755,0
754.24,0.0435,0.011388,0
901.93,0.0435,0.01102,0
894.47,0.048,0.01102,0
910.86,0.04725,0.01102,0
759.66,0.0465,0.011388,0
628.23,0.0465,0.011755,0
920.32,0.0465,0.01102,0
1446.2,0.0495,0.0091837,0
1385.5,0.04875,0.009551,0
1403.9,0.0495,0.009551,0
1490.4,0.0525,0.0091837,0
1338.8,0.05325,0.009551,0
1298.5,0.054,0.009551,0
1369.8,0.0525,0.009551,0
872.85,0.04875,0.01102,0
605.02,0.0495,0.011755,0
704.53,0.0495,0.011388,0
847.71,0.0495,0.01102,0
734.68,0.054,0.01102,0
742.33,0.05325,0.01102,0
664.6,0.0525,0.011388,0
593.95,0.0525,0.011755,0
754.69,0.0525,0.01102,0
1389.5,0.0555,0.0091837,0
1259.5,0.05475,0.009551,0
1223.6,0.0555,0.009551,0
1233.9,0.0585,0.0091837,0
1055.1,0.05925,0.009551,0
1041.8,0.06,0.009551,0
1077.7,0.0585,0.009551,0
731.14,0.05475,0.01102,0
602.27,0.0555,0.011755,0
665.59,0.0555,0.011388,0
730.89,0.0555,0.01102,0
777.27,0.06,0.01102,0
765.19,0.05925,0.01102,0
691.63,0.0585,0.011388,0
626.1,0.0585,0.011755,0
754.41,0.0585,0.01102,0
1139.7,0.0615,0.0091837,0
1034.9,0.06075,0.009551,0
1032.8,0.0615,0.009551,0
1129.6,0.0645,0.0091837,0
1073.4,0.06525,0.009551,0
1087.9,0.066,0.009551,0
1060.7,0.0645,0.009551,0
790.06,0.06075,0.01102,0
668.21,0.0615,0.011755,0
736.05,0.0615,0.011388,0
802.84,0.0615,0.01102,0
895.38,0.066,0.01102,0
880.34,0.06525,0.01102,0
792.05,0.0645,0.011388,0
710.44,0.0645,0.011755,0
864.16,0.0645,0.01102,0
1167.6,0.0675,0.0091837,0
1104.4,0.06675,0.009551,0
1119.1,0.0675,0.009551,0
1224.6,0.0705,0.0091837,0
1210,0.07125,0.009551,0
1231.2,0.072,0.009551,0
1187.4,0.0705,0.009551,0
909.16,0.06675,0.01102,0
748,0.0675,0.011755,0
838.03,0.0675,0.011388,0
922.48,0.0675,0.01102,0
991.92,0.072,0.01102,0
984.23,0.07125,0.01102,0
880.36,0.0705,0.011388,0
781.8,0.0705,0.011755,0
974.33,0.0705,0.01102,0
1310.1,0.0735,0.0091837,0
1250.3,0.07275,0.009551,0
1267.4,0.0735,0.009551,0
1375.5,0.0765,0.0091837,0
1349.5,0.07725,0.009551,0
1365,0.078,0.009551,0
1330.2,0.0765,0.009551,0
998.44,0.07275,0.01102,0
803.63,0.0735,0.011755,0
903.17,0.0735,0.011388,0
1004.5,0.0735,0.01102,0
1021.8,0.078,0.01102,0
1020.8,0.07725,0.01102,0
913.96,0.0765,0.011388,0
818.07,0.0765,0.011755,0
1019.4,0.0765,0.01102,0
1455.1,0.0795,0.0091837,0
1378,0.07875,0.009551,0
1388.8,0.0795,0.009551,0
1500.2,0.0825,0.0091837,0
1423.5,0.08325,0.009551,0
1427.5,0.084,0.009551,0
1418.9,0.0825,0.009551,0
1022.3,0.07875,0.01102,0
833.94,0.0795,0.011755,0
922.33,0.0795,0.011388,0
1022.6,0.0795,0.01102,0
1038.3,0.084,0.01102,0
1032.8,0.08325,0.01102,0
937.49,0.0825,0.011388,0
855.34,0.0825,0.011755,0
1028.5,0.0825,0.01102,0
1527.4,0.0855,0.0091837,0
1431.9,0.08475,0.009551,0
1436.9,0.0855,0.009551,0
1557.6,0.0885,0.0091837,0
1476.3,0.08925,0.009551,0
1487.7,0.09,0.009551,0
1466,0.0885,0.009551,0
1045.1,0.08475,0.01102,0
888.42,0.0855,0.011755,0
967.98,0.0855,0.011388,0
1053.3,0.0855,0.01102,0
1123.2,0.09,0.01102,0
1109.5,0.08925,0.01102,0
1012.1,0.0885,0.011388,0
930.31,0.0885,0.011755,0
1096.5,0.0885,0.01102,0
1601.5,0.0915,0.0091837,0
1499.9,0.09075,0.009551,0
1512.8,0.0915,0.009551,0
1654.1,0.0945,0.0091837,0
1584.3,0.09525,0.009551,0
1599.3,0.096,0.009551,0
1569.3,0.0945,0.009551,0
1137.4,0.09075,0.01102,0
976.91,0.0915,0.011755,0
1064.6,0.0915,0.011388,0
1152,0.0915,0.01102,0
1241.8,0.096,0.01102,0
1227.4,0.09525,0.01102,0
1119.1,0.0945,0.011388,0
1022.4,0.0945,0.011755,0
1212.6,0.0945,0.01102,0
1710.1,0.0975,0.0091837,0
1614.4,0.09675,0.009551,0
1629.6,0.0975,0.009551,0
1767.6,0.1005,0.0091837,0
1704.8,0.10125,0.009551,0
1719.4,0.102,0.009551,0
1690.1,0.1005,0.009551,0
1255.7,0.09675,0.01102,0
1058.1,0.0975,0.011755,0
1166.5,0.0975,0.011388,0
1268.9,0.0975,0.01102,0
1331.5,0.102,0.01102,0
1323.4,0.10125,0.01102,0
1199.9,0.1005,0.011388,0
1077.3,0.1005,0.011755,0
1314.3,0.1005,0.01102,0
1823.7,0.1035,0.0091837,0
1733.6,0.10275,0.009551,0
1747.5,0.1035,0.009551,0
1873.4,0.1065,0.0091837,0
1809.3,0.10725,0.009551,0
1820.2,0.108,0.009551,0
1798,0.1065,0.009551,0
1338.4,0.10275,0.01102,0
1076.6,0.1035,0.011755,0
1214.7,0.1035,0.011388,0
1344.3,0.1035,0.01102,0
1356.9,0.108,0.01102,0
1357.8,0.10725,0.01102,0
1211,0.1065,0.011388,0
1058.3,0.1065,0.011755,0
1357.5,0.1065,0.01102,0
1914.2,0.1095,0.0091837,0
1830.6,0.10875,0.009551,0
1840.4,0.1095,0.009551,0
1941.4,0.1125,0.0091837,0
1874.2,0.11325,0.009551,0
1877.3,0.114,0.009551,0
1869.8,0.1125,0.009551,0
1355.2,0.10875,0.01102,0
1028.5,0.1095,0.011755,0
1189.9,0.1095,0.011388,0
1352.5,0.1095,0.01102,0
1298.9,0.114,0.01102,0
1312.6,0.11325,0.01102,0
1148,0.1125,0.011388,0
985.71,0.1125,0.011755,0
1323.7,0.1125,0.01102,0
1950.1,0.1155,0.0091837,0
1879,0.11475,0.009551,0
1879.5,0.1155,0.009551,0
1946.3,0.1185,0.0091837,0
1861.9,0.11925,0.009551,0
1853.5,0.12,0.009551,0
1868.6,0.1185,0.009551,0
1283.5,0.11475,0.01102,0
941.03,0.1155,0.011755,0
1091,0.1155,0.011388,0
1267.3,0.1155,0.01102,0
1155.6,0.12,0.01102,0
1175.3,0.11925,0.01102,0
1029.9,0.1185,0.011388,0
897.69,0.1185,0.011755,0
1195,0.1185,0.01102,0
1930.6,0.1215,0.0091837,0
1843.2,0.12075,0.009551,0
1830.9,0.1215,0.009551,0
1895,0.1245,0.0091837,0
1734.8,0.12525,0.009551,0
